IMAGE_FILE	DESCRIPTION	AUTHOR	TITLE	TECHNIQUE	DATE	TYPE	SCHOOL	TIMEFRAME
43668-oak_wood.jpg	Cornelis Vroom belonged to the older generation of Haarlem landscapists who concentrated to capture the atmosphere of the Dutch oak woods	VROOM, Cornelis Hendricksz. the Younger	Oak Wood with Stagnant Water	Oil on wood, 64 x 75 cm	c. 1651	landscape	Dutch	1601-1650
39014-1hall2.jpg	The Emperor Frederick Barbarossa and his wife Beatrice kneel before Gebhard, Bishop of Würzburg. On the right of the picture, the royal household and dignitaries of empire are gathered, while the father of the bride, Count Raynald of Burgundy, kneels on the steps to the left of the altar, accompanied by two pageboys. The court jester, seen from behind, occupies a prominent position in the foreground at the foot of the steps to the altar, an example of Tiepolo's penchant for introducing witty and frivolous ideas to the agreed pictorial subject matter. The steps to the altar lead us into the picture and, along with the colossal background architecture, create great spatial depth. The musicians on the balcony in the background are a favourite motif of Tiepolo, which he uses to help make the historical subject matter topical	TIEPOLO, Giovanni Battista	The Marriage of the Emperor Frederick Barbarossa to Beatrice of Burgundy	Fresco, 400 x 500 cm	1751	historical	Italian	1701-1750
38221-1erkel.jpg	Miklós Ybl (1814-1891), architect of the Opera House in Budapest, commissioned the young sculptor Alajos Stróbl in 1881 for executing the sitting portraits of composers Franz Liszt and Ferenc Erkel. The two statues were placed to the niches on both sides of the main entrance in 1884, the year of the inauguration of the new Opera	STRÓBL, Alajos	Composer Ferenc Erkel	Limestone, above life-size	1881-84	portrait	Hungarian	1851-1900
38567-gallery4.jpg	The huge collection owned by Archduke Leopold Wilhelm of Austria (1614-1662), Governor of the Spanish Netherlands from 1646 to 1656, was dominated by 16th-century Italian painting but contained a fair proportion of contemporary Flemish works by Van Dyck, Rubens, and others. When he stepped down as governor, he took his collection back to Austria where it is now the nucleus of the collections of paintings in the Kunsthistorisches Museum in Vienna	TENIERS, David the Younger	The Art Collection of Archduke Leopold Wilhelm in Brussels	Oil on canvas, 123 x 165 cm	c. 1651	interior	Flemish	1651-1700
08463-farinacc.jpg	Prospero Farinaccio was the lawyer of the painter. Cesari rarely executed portraits, this portrait was painted in recognition of the part that the lawyer had played  in securing the painter's release from imprisonment after the sequestration of his property and collection of pictures in 1607 by Cardinal Scipione Borghese	CESARI, Giuseppe	Portrait of Prospero Farinaccio	Oil on canvas, 198 x 148 cm	c. 1607	portrait	Italian	1601-1650
26619-07_4sw.jpg	The picture shows the Ignudo at the upper left corner of the Separation of the Earth from the Waters (above the Persian Sibyl).The poses of the pairs of ignudi become gradually more dynamic and agitated. The two above the Persian Sibyl (at the left) bend backward in opposite directions, while one of those above the prophet Daniel (at right) bends forward, casting an apprehensive glance at the viewer, and the other raises his arm in a movement reminiscent of Hellenistic sculptures of dancing fauns	MICHELANGELO Buonarroti	Ignudo	Fresco	1511	religious	Italian	1501-1550
44282-9rome4.jpg	The painting shows the church of Santi Marcellino e Pietro, from the Vigna Ciccolini, with the Palazzo Laterano, the church of San Giovanni in Laterano, the Ospedale di San Giovanni and ruins of the Claudian Aqueduct beyond. The view is taken from a rare viewpoint, never repeated by the artist. Van Wittel reproduces the topography in characteristically accurate detail	WITTEL, Caspar Andriaans van	View of Rome	Oil on canvas, 75 x 133 cm	1707-10	landscape	Dutch	1651-1700
31826-findmose.jpg	A similar composition by the artist is in the Fitzwilliam Museum, Cambridge	POELENBURGH, Cornelis van	The Finding of Moses	Oil on panel, 19 x 25 cm	-	religious	Dutch	1601-1650
03281-gimignan.jpg	The Collegiata Santa Maria Assunta, directly adjacent to the Palazzo Comunale, is San Gimignano's main church. The fresco decoration of the nave of the Romanesque-Gothic church began in the 1340s and continued through three phases in the fourteenth and early fifteenth centuries. The decoration encompassed New Testament scenes in the north aisle by Lippo Memmi (c. 1340), Old Testament scenes in the south aisle by Bartolo di Fredi (1367), and a depiction of the Last Judgment on the east wall and in the first bay of the nave. by Taddeo di Bartolo (c. 1413).The picture shows four scenes from the Old Testament, located in the fourth bay of the south aisle. The scenes are: The Departure of Abraham and Lot (above left), Abraham and Lot Separate (above right), God and Satan Agree on the Temptation of Job (below left), Sabeans and Chaldeans Kill Job's Servants.You can find a description of the frescoes in the north aisle in the section of Lippo Memmi	BARTOLO DI FREDI	Scenes from the Old Testament	Fresco	1367	religious	Italian	1351-1400
10016-m_olives.jpg	This unusual representation of Christ at Prayer on the Mount of Olives is a reduced version of a painting by No&#235;l Coypel exhibited at the so-called Salon of 1704, an exhibition of paintings and pastels by members of the Académie Royale des Beaux-Arts, held in the Grande Galerie du Louvre.	COYPEL, Noël	Christ at Prayer on the Mount of Olives	Oil on copper, 50 x 40 cm	c. 1704	religious	French	1651-1700
33171-waterloo.jpg	Raffet became so enamoured of lithography that, in 1831, he abandoned painting altogether in its favour. He specialized in scenes of the Revolution, Napoleon's campaigns, and the conquest of Algeria, as well as producing a classic series of illustrations of French army uniforms.Raffet's chief works were his lithographs of the Napoleonic campaigns, from Egypt to Waterloo, vigorous designs that are inspired by ardent patriotic enthusiasm	RAFFET, Auguste	Waterloo, The Retreat of the Holy Battallion, June 18, 1815	Lithograph, 200 x 370 mm	1835	historical	French	1801-1850
30774-6transf.jpg	On the back wall the scene of The Transfiguration of Christ is depicted	PERUGINO, Pietro	The Transfiguration of Christ	Fresco, 226 x 229 cm	1497-1500	religious	Italian	1451-1500
33888-03noremb.jpg	Catalogue number: Bredius 87.Although the painting is signed and dated, it is now ascribed to the school of Rembrandt. The identification of the sitter is debated, perhaps she is the artists's wife, or more probably, his sister	REMBRANDT Harmenszoon van Rijn	Portrait of a Young Woman	Oil on panel, 60 x 50 cm	1632	portrait	Dutch	1601-1650
09294-vanitas0.jpg	Collier was clearly a colourful character and was married three times in the space of eleven years between 1670 and 1681. His eventful personal life renders his sombre obsession with the vanitas still-life, which he painted almost exclusively throughout his career, all the more fascinating	COLLIER, Edwart	Vanitas Still-Life	Oil on canvas, 98 x 130 cm	1662	still-life	Dutch	1651-1700
41497-2scene03.jpg	The lunette on the back wall of the loggia pictures a colourful fruit and vegetable market. Here again the scene is divided into two halves. The women who run these stalls, beneath a high arcade supported by a massive red pillar, sell other things besides fruit and vegetables, hanging from a molding along the back wall	UNKNOWN MASTER, Italian	Fruit and vegetable stands	Fresco	1489-1502	mythological	Italian	1451-1500
31747-10figure.jpg	In the first half of the 1880s, Pissarro the landscape painter became a figure painter. The most striking of his new departures concerned his market scenes featuring a larger number of figures, and particularly open-air or indoor scenes in which farmers or maids are given dominant roles to play	PISSARRO, Camille	Turkey Girl	Tempera on paper, 81 x 65 cm	1884	genre	French	1851-1900
